559	1	kb|g.1308	Petrotoga mobilis SJ95
127	1	kb|g.942	Pelobacter carbinolicus DSM 2380
32	1	kb|g.26216	Chlamydophila felis Fe/C-56
32	0	kb|g.407	Chlamydophila abortus S26/3
32	0	kb|g.445	Chlamydophila caviae GPIC
32	0	kb|g.554	Chlamydophila felis Fe/C-56
118	1	kb|g.1189	Thermosipho melanesiensis BI429
206	0	kb|g.1988	Corynebacterium jeikeium ATCC 43734
206	0	kb|g.728	Corynebacterium jeikeium K411
206	1	kb|g.729	Corynebacterium jeikeium K411
443	1	kb|g.872	Synechococcus sp. PCC 7002
71	0	kb|g.1153	Pseudomonas aeruginosa PA7
71	0	kb|g.1175	Pseudomonas aeruginosa PACS2
71	0	kb|g.2306	Pseudomonas aeruginosa LESB58
71	0	kb|g.3391	Pseudomonas aeruginosa 39016
71	0	kb|g.362	Pseudomonas aeruginosa UCBPP-PA14
71	0	kb|g.363	Pseudomonas aeruginosa UCBPP-PA14
71	1	kb|g.364	Pseudomonas aeruginosa PAO1
71	0	kb|g.365	Pseudomonas aeruginosa PAO1
959	1	kb|g.2890	Oceanithermus profundus DSM 14977
882	1	kb|g.2729	Simonsiella muelleri ATCC 29453
331	1	kb|g.184	Methanothermobacter thermautotrophicus str. Delta H
358	1	kb|g.886	Methanospirillum hungatei JF-1
560	1	kb|g.1354	Ruminococcus obeum ATCC 29174
560	0	kb|g.2823	Ruminococcus obeum A2-162
580	1	kb|g.1377	Anaerostipes caccae DSM 14662
580	0	kb|g.2866	Anaerostipes sp. 3_2_56FAA
767	0	kb|g.218	Dickeya dadantii 3937
767	1	kb|g.2476	Dickeya dadantii Ech703
798	1	kb|g.2640	Paenibacillus sp. oral taxon 786 str. D14
898	1	kb|g.2933	Prevotella timonensis CRIS 5C-B1
1020	1	kb|g.2439	Acetohalobium arabaticum DSM 5501
1031	1	kb|g.595	Oscillatoria sp. PCC 6506 (Oscillatoria sp. PCC 9029)
84	1	kb|g.472	Anabaena variabilis ATCC 29413
84	0	kb|g.473	Anabaena variabilis ATCC 29413
84	0	kb|g.74	Nostoc sp. PCC 7120
512	0	kb|g.1997	Finegoldia magna ATCC 53516
512	0	kb|g.3378	Finegoldia magna ACS-171-V-Col3
512	0	kb|g.3460	Finegoldia magna BVS033A4
512	1	kb|g.927	Finegoldia magna ATCC 29328
437	1	kb|g.1419	Methanobrevibacter smithii ATCC 35061
194	0	kb|g.1050	Clostridium phytofermentans ISDg
194	1	kb|g.26493	Clostridium phytofermentans ISDg
458	1	kb|g.111	Azospirillum sp. B510
517	1	kb|g.985	Bacillus coagulans 36D1
220	1	kb|g.747	Cellulophaga sp. MED134
220	0	kb|g.748	Dokdonia donghaensis MED134
451	1	kb|g.2615	Candidatus Phytoplasma australiense
454	1	kb|g.3402	Thauera sp. MZ1T
722	1	kb|g.2213	Corynebacterium glucuronolyticum ATCC 51867
722	0	kb|g.2214	Corynebacterium glucuronolyticum ATCC 51866
846	1	kb|g.2022	Roseomonas cervicalis ATCC 49957
1021	1	kb|g.2182	Neisseria elongata subsp. glycolytica ATCC 29315
634	1	kb|g.1678	Bacteroides coprocola DSM 17136
31	0	kb|g.1682	Chlamydia trachomatis 434/Bu
31	0	kb|g.1683	Chlamydia trachomatis L2b/UCH-1/proctitis
31	0	kb|g.2353	Chlamydia trachomatis 6276
31	0	kb|g.2354	Chlamydia trachomatis 6276s
31	0	kb|g.2355	Chlamydia trachomatis 70
31	0	kb|g.2356	Chlamydia trachomatis 70s
31	0	kb|g.2434	Chlamydia trachomatis D(s)2923
31	0	kb|g.2477	Chlamydia trachomatis B/Jali20/OT
31	0	kb|g.2685	Chlamydia trachomatis Sweden2
31	0	kb|g.2842	Chlamydia trachomatis L2tet1
31	0	kb|g.2902	Chlamydia trachomatis B/TZ1A828/OT
31	0	kb|g.3059	Chlamydia trachomatis E/11023
31	0	kb|g.3060	Chlamydia trachomatis E/150
31	0	kb|g.3061	Chlamydia trachomatis G/9768
31	0	kb|g.3062	Chlamydia trachomatis G/11222
31	0	kb|g.3063	Chlamydia trachomatis G/11074
31	0	kb|g.3103	Chlamydia trachomatis G/9301
31	0	kb|g.3251	Chlamydia trachomatis D-EC
31	0	kb|g.3252	Chlamydia trachomatis D-LC
31	0	kb|g.480	Chlamydia muridarum Nigg
31	1	kb|g.601	Chlamydia trachomatis D/UW-3/CX
31	0	kb|g.826	Chlamydia trachomatis A/HAR-13
578	1	kb|g.1375	Clostridium sp. M62/1
578	0	kb|g.500	butyrate-producing bacterium SM4/1
934	1	kb|g.3599	Enterococcus italicus DSM 15952
695	1	kb|g.2008	Lactobacillus iners DSM 13335
695	0	kb|g.3081	Lactobacillus iners AB-1
695	0	kb|g.3545	Lactobacillus iners SPIN 2503V10-D
695	0	kb|g.3546	Lactobacillus iners LactinV 03V1-b
695	0	kb|g.3547	Lactobacillus iners LactinV 09V1-c
695	0	kb|g.3548	Lactobacillus iners LactinV 11V1-d
695	0	kb|g.3549	Lactobacillus iners LEAF 2053A-b
695	0	kb|g.3550	Lactobacillus iners LEAF 2052A-d
695	0	kb|g.3551	Lactobacillus iners LEAF 2062A-h1
695	0	kb|g.3552	Lactobacillus iners LEAF 3008A-a
695	0	kb|g.3606	Lactobacillus iners ATCC 55195
978	1	kb|g.2670	Olsenella uli DSM 7084
728	1	kb|g.2245	Atopobium rimae ATCC 49626
948	1	kb|g.2865	Spirochaeta thermophila DSM 6192
325	1	kb|g.1788	Novosphingobium aromaticivorans
325	0	kb|g.650	Novosphingobium aromaticivorans DSM 12444
378	0	kb|g.1898	Dictyoglomus turgidum DSM 6724
378	1	kb|g.731	Dictyoglomus thermophilum H-6-12
889	1	kb|g.2770	Truepera radiovictrix DSM 17093
350	1	kb|g.3816	Ferroplasma acidarmanus
968	1	kb|g.3435	Prevotella marshii DSM 16973
675	1	kb|g.1954	Kosmotoga olearia TBF 19.5.1
540	1	kb|g.1197	Kordia algicida OT-1
226	1	kb|g.562	Mesoplasma florum L1
58	0	kb|g.1193	Streptococcus suis 05ZYH33
58	0	kb|g.1194	Streptococcus suis 98HAH33
58	0	kb|g.1422	Streptococcus suis GZ1
58	0	kb|g.2407	Streptococcus suis SC84
58	0	kb|g.2408	Streptococcus suis BM407
58	0	kb|g.26122	Streptococcus suis P1/7
58	1	kb|g.3795	Streptococcus suis JS14
58	0	kb|g.404	Streptococcus suis P1/7
58	0	kb|g.669	Streptococcus suis 89/1591
15	0	kb|g.1080	Mycobacterium ulcerans Agy99
15	0	kb|g.1349	Mycobacterium bovis BCG str. Pasteur 1173P2
15	0	kb|g.1416	Mycobacterium tuberculosis H37Ra
15	0	kb|g.1417	Mycobacterium tuberculosis H37Ra [WGS]
15	0	kb|g.147	Mycobacterium tuberculosis 210
15	0	kb|g.1719	Mycobacterium tuberculosis KZN 4207
15	0	kb|g.1720	Mycobacterium tuberculosis KZN 1435
15	0	kb|g.175	Mycobacterium microti OV254
15	0	kb|g.1921	Mycobacterium tuberculosis EAS054
15	0	kb|g.2020	Mycobacterium parascrofulaceum ATCC BAA-614
15	0	kb|g.2261	Mycobacterium avium subsp. avium ATCC 25291
15	0	kb|g.2303	Mycobacterium kansasii ATCC 12478
15	0	kb|g.2320	Mycobacterium bovis BCG str. Tokyo 172
15	0	kb|g.2858	Mycobacterium tuberculosis KZN R506
15	0	kb|g.2859	Mycobacterium tuberculosis KZN V2475
15	0	kb|g.2908	Mycobacterium tuberculosis SUMu001
15	0	kb|g.2909	Mycobacterium tuberculosis SUMu002
15	0	kb|g.2910	Mycobacterium tuberculosis SUMu003
15	0	kb|g.2911	Mycobacterium tuberculosis SUMu004
15	0	kb|g.2912	Mycobacterium tuberculosis SUMu005
15	0	kb|g.2913	Mycobacterium tuberculosis SUMu006
15	0	kb|g.2914	Mycobacterium tuberculosis SUMu007
15	0	kb|g.2915	Mycobacterium tuberculosis SUMu008
15	0	kb|g.2916	Mycobacterium tuberculosis SUMu009
15	0	kb|g.2917	Mycobacterium tuberculosis SUMu010
15	0	kb|g.2918	Mycobacterium tuberculosis SUMu011
15	0	kb|g.3394	Mycobacterium tuberculosis CDC1551
15	0	kb|g.3395	Mycobacterium tuberculosis CDC1551
15	1	kb|g.3396	Mycobacterium tuberculosis H37Rv
15	0	kb|g.3397	Mycobacterium tuberculosis H37Rv
15	0	kb|g.389	Mycobacterium marinum M
15	0	kb|g.390	Mycobacterium marinum M
15	0	kb|g.459	Mycobacterium bovis AF2122/97
15	0	kb|g.486	Mycobacterium avium 104
15	0	kb|g.537	Mycobacterium avium subsp. paratuberculosis K-10
15	0	kb|g.940	Mycobacterium tuberculosis F11
153	0	kb|g.1967	Denitrovibrio acetiphilus DSM 12809
153	0	kb|g.1968	Denitrovibrio acetiphilus DSM 12809
153	1	kb|g.26851	Denitrovibrio acetiphilus DSM 12809
211	0	kb|g.1096	Bifidobacterium adolescentis ATCC 15703
211	0	kb|g.1371	Bifidobacterium adolescentis L2-32
211	1	kb|g.158	Bifidobacterium adolescentis
684	1	kb|g.1987	Corynebacterium accolens ATCC 49725
684	0	kb|g.1990	Corynebacterium pseudogenitalium ATCC 33035
684	0	kb|g.2253	Corynebacterium tuberculostearicum SK141
527	1	kb|g.1078	Exiguobacterium sp. AT1b
861	1	kb|g.2468	Prevotella sp. oral taxon 299 str. F0039
337	1	kb|g.1759	Halomicrobium mukohataei DSM 12286
101	1	kb|g.339	Candidatus Blochmannia floridanus
340	1	kb|g.608	Haloarcula marismortui ATCC 43049
76	0	kb|g.338	Tropheryma whipplei str. Twist
76	1	kb|g.406	Tropheryma whipplei TW08/27
311	0	kb|g.671	Aurantimonas manganoxydans SI85-9A1
311	1	kb|g.790	Aurantimonas sp. SI85-9A1
62	0	kb|g.1406	Lactococcus lactis subsp. cremoris MG1363
62	1	kb|g.26236	Lactococcus lactis subsp. cremoris SK11
62	0	kb|g.2963	Lactococcus lactis subsp. lactis KF147
62	0	kb|g.3152	Lactococcus lactis subsp. cremoris NZ9000
62	0	kb|g.612	Lactococcus lactis subsp. cremoris SK11
62	0	kb|g.613	Lactococcus lactis subsp. lactis Il1403
982	1	kb|g.2420	Ilyobacter polytropus DSM 2926
833	1	kb|g.1343	Xenorhabdus bovienii SS-2004
571	1	kb|g.1367	Coprococcus eutactus ATCC 27759
139	0	kb|g.1031	Caldicellulosiruptor saccharolyticus DSM 8903
139	1	kb|g.26483	Caldicellulosiruptor saccharolyticus DSM 8903
129	0	kb|g.1315	Anaeromyxobacter sp. Fw109-5
129	1	kb|g.26619	Anaeromyxobacter sp. Fw109-5
825	1	kb|g.138	Parachlamydia acanthamoebae str. Hall's coccus
389	0	kb|g.2005	Lactobacillus fermentum ATCC 14931
389	0	kb|g.2459	Lactobacillus fermentum 28-3-CHN
389	1	kb|g.3075	Lactobacillus fermentum CECT 5716
